SERIAL,PERSON NUMBERS,PERSON 1 DESCRIPTION,RELATIONSHIP DESCRIPTION,HOUSEHOLD DESCRIPTION,OTHER PERSON DESCRIPTIONS,group_id,day_index,hour_index,_household_size,_segment,_serial_num,_reused,status,posted_at,error,uri,cid,thread_post_count
1524695,"1,2",I am a 49-year-old woman. I am divorced. I was born in Wisconsin. My ancestry is german. I have been looking for work. I am a restaurant host. I made $10k last year.,I live with my daughter.,We live in Wisconsin. We live in a 10-19 family building built around 1990 with 2 bedrooms. We rent.,My daughter is 22 years old. She was born in Wisconsin. Her ancestry is german. She is a cashier. She made $16k last year. She leaves for work at around 3:35 pm. It takes her about 25 minutes to get to work.,914,914,22,2,size_2,1524695,0,,,,,,
14687,"1,2,3",I am a 64-year-old man. I was born in Minnesota. My ancestry is norwegian. I made $4.4k last year.,I live with my wife and my son.,"We live in the daphne-fairhope-foley, Alabama area. We live in a house built in the 2010s with 4 bedrooms. We used a mortgage to buy our home. Our annual property taxes are $ 650 - 699; we also have a 2nd mortgage.",My wife is 64 years old. She was born in Michigan. Her ancestry is english. She is a elementary and middle school teacher. She made $24.5k last year. She studied advertising and public relations. She leaves for work at around 7:02 am. It takes her about 15 minutes to get to work. My son is 37 years old. He was born in Minnesota. His ancestry is norwegian. He works as a ship and boat captain and operator. He made $85.6k last year. He leaves for work at around 6:02 am. It takes him about 15 minutes to get to work.,914,914,23,3,size_3_4,14687,0,,,,,,
12993,1,"I am a 71-year-old woman. I was widowed. I was born in Alabama. I am not in the work force anymore, my income was $70.7k last year. I studied elementary education in college.",I live alone.,"I live in the birmingham, Alabama area. I live in a house built in the 2000s with 3 bedrooms. I own my home. My annual property taxes are $ 3,800 - 3,899.",,915,915,0,1,size_1,12993,0,,,,,,
1356870,"1,2,3,4,5,6,7,8,9,10,11,12",I am a 52-year-old man. I was born in mexico. I speak spanish. My ancestry is mexican. I am a roofer. I made $30k last year. I drive to work. I leave for work at around 6:02 am. It takes me about 30 minutes to get to work.,"I live with my son and 3 daughters, 2 grandsons and 3 granddaughters, my son-in-law, and my female partner.","We live in the houston-pasadena-the woodlands, Texas area. We live in a house built in the 1950s with 4 bedrooms. We own our home. Our annual property taxes are $ 3,000 - 3,099.",My female partner is 41 years old. She was born in mexico. She speaks spanish. Her ancestry is mexican. She did not have personal income last year. My son-in-law is 29 years old. He was born in central america. He speaks spanish. His ancestry is salvadoran. He works as a construction laborer. He made $35k last year. He leaves for work at around 6:12 am. It takes him about 40 minutes to get to work. My 1st daughter is 27 years old. She was born in Texas. She speaks spanish. Her ancestry is mexican. She did not have personal income last year. My 2nd daughter is 26 years old. She was born in Texas. She speaks spanish. Her ancestry is mexican. She is a janitor and building cleaner. She made $12k last year. She leaves for work at around 10:35 am. It takes her about 30 minutes to get to work. My son is 25 years old. He was born in Texas. He speaks spanish. His ancestry is mexican. He made $9.7k last year. My 3rd daughter is 21 years old. She was born in Texas. She speaks spanish. Her ancestry is mexican. She is a cashier. She made $3k last year. She leaves for work at around 4:55 am. It takes her about 10 minutes to get to work. They were born in Texas.,915,915,1,12,size_8_plus,1356870,0,,,,,,
1521961,1,I am a 30-year-old man. I was born in Wisconsin. My ancestry is german. I am a correctional officer and jailer. I made $85k last year. I drive to work. I leave for work at around 5:52 am. It takes me about 25 minutes to get to work.,I live alone.,"I live in Wisconsin. I live in a house built in the 1940s with 2 bedrooms. I used a mortgage to buy my home. My annual property taxes are $ 4,400 - 4,499.",,915,915,2,1,size_1,1521961,0,,,,,,
152546,"1,2,3,4,5,6,7,8",I am a 48-year-old man. I was naturalized as a citizen in 2003. I was born in mexico. I speak spanish. My ancestry is mexican. I am a general maintenance and repair worker. I made $76k last year. I drive to work. I leave for work at around 5:22 am. It takes me about 30 minutes to get to work.,"I live with my wife, 2 sons, and 2 foster sons and 2 foster daughters.","We live in the los angeles-long beach-anaheim, California area. We live in a house built before 1939 with 3 bedrooms. We used a mortgage to buy our home. Our annual property taxes are $6000 - 6999.",My wife is 47 years old. She was naturalized as a citizen in 2003. She was born in central america. She speaks spanish. Her ancestry is spaniard. She is a administrative assistant. She made $46.4k last year. My foster child is 7 years old. He was born in California. He speaks spanish. My foster child is 5 years old. She was born in California. She speaks spanish. My foster child is 2 years old. She was born in California. My foster child is 1 years old. He was born in California. My 1st son is 25 years old. He was born in California. He speaks spanish. His ancestry is mexican. He works as a human resources worker. He made $65k last year. He leaves for work at around 5:32 am. It takes him about 30 minutes to get to work. My 2nd son is 23 years old. He was born in California. His ancestry is mexican. He have been looking for work. He works as a customer service representative. He made $13k last year.,915,915,3,8,size_8_plus,152546,0,,,,,,
12996,1,I am a 50-year-old woman. I was widowed. I was widowed last year. I was born in Alabama. I am a sales manager. I made $160k last year. I studied communications in college. I work from home.,I live alone.,"I live in the huntsville, Alabama area. I live in a house built in the 1960s with 3 bedrooms. I used a mortgage to buy my home. My annual property taxes are $ 650 - 699.",,915,915,4,1,size_1,12996,0,,,,,,
1504005,"1,2,3,4,5",I am a 36-year-old woman. I am divorced. I was born in Wisconsin. I am a retail salesperson. I made $2.7k last year.,I live with 2 sons and my daughter and my male partner.,We live in Wisconsin. We live in a mobile home or trailer built around 1990 with 3 bedrooms. We own our home. Our annual property taxes are $ 50 - 99.,My male partner is 37 years old. He was born in Illinois. He works as a painting worker. He made $65k last year. He leaves for work at around 2:05 pm. It takes him about 4 minutes to get to work. My 1st son is 14 years old. He was born in Minnesota. My 2nd son is 9 years old. He was born in Minnesota. My daughter is 7 years old. She was born in Minnesota.,915,915,5,5,size_5_7,1504005,0,,,,,,
1521960,1,I am a 59-year-old woman. I am divorced. I have been married more than once. I moved within state. I was born in Wisconsin. My ancestry is german. I am a billing and posting clerk. I made $31k last year. I drive to work. I leave for work at around 8:02 am. It takes me about 20 minutes to get to work.,I live alone.,"I live in the milwaukee-waukesha, Wisconsin area. I live in a 3-4 family home built in the 1950s with 1 bedrooms. I rent.",,915,915,6,1,size_1,1521960,0,,,,,,
34176,"1,2,3,4,5,6,7",I am a 57-year-old man. I am a veteran. I was born in Arizona. I speak navajo. My ancestry is american indian. I am a bus and truck mechanics and diesel engine specialist. I made $70k last year. I drive to work. I leave for work at around 5:02 am. It takes me about 90 minutes to get to work.,"I live with my wife, 3 daughters, my stepson, and my granddaughter.","We live in the flagstaff, Arizona area. We live in a mobile home or trailer built around 1990 with 3 bedrooms. We own our home.",My wife is 50 years old. She was born in Arizona. She speaks navajo. Her ancestry is american indian. She did not have personal income last year. My stepson is 11 years old. He was born in Arizona. He speaks navajo. His ancestry is american indian. My 1st daughter is 33 years old. She was born in Arizona. She speaks navajo. Her ancestry is american indian. She did not have personal income last year. My 2nd daughter is 24 years old. She was born in Arizona. She speaks navajo. Her ancestry is american indian. She is a stocker and order filler. She made $500 last year. She studied community and public health. She leaves for work at around 12:15 am. It takes her about 90 minutes to get to work. My 3rd daughter is 14 years old. She was born in Arizona. Her ancestry is american indian. She was born in Arizona.,915,915,7,7,size_5_7,34176,0,,,,,,
13000,1,"I am a 68-year-old woman. I was widowed. I have been married more than once. I moved from a different state last year. I was born in Alabama. I am a bus driver, school. I made $40k last year. I drive to work. I leave for work at around 7:47 am. It takes me about 10 minutes to get to work.",I live alone.,I live in Alabama. I live in a mobile home or trailer built in the 1980s with 2 bedrooms. I own my home. My annual property taxes are $ 50 - 99.,,915,915,8,1,size_1,13000,0,,,,,,
1504023,"1,2,3,4,5",I am a 37-year-old woman. I was born in Wisconsin. My ancestry is finnish. I am a elementary and middle school teacher. I made $71k last year. I studied elementary education in college. I drive to work. I leave for work at around 7:02 am. It takes me about 8 minutes to get to work.,I live with my husband and 2 sons and my daughter.,"We live in the wausau, Wisconsin area. We live in a house built in the 1980s with 4 bedrooms. We used a mortgage to buy our home. Our annual property taxes are $ 4,200 - 4,299.","My husband is 38 years old. He was born in Wisconsin. His ancestry is german. He works as a heating, air conditioning, and refrigeration mechanic or installer. He made $84k last year. He leaves for work at around 7:17 am. It takes him about 10 minutes to get to work. My 1st son is 9 years old. He was born in Wisconsin. His ancestry is german. My daughter is 7 years old. She was born in Wisconsin. Her ancestry is german. My 2nd son is 5 years old. He was born in Wisconsin. His ancestry is german.",915,915,9,5,size_5_7,1504023,0,,,,,,
1521958,1,I am a 63-year-old man. I was born in Wisconsin. I am a stocker and order filler. I made $32.9k last year. I work from home.,I live alone.,"I live in Wisconsin. I live in a house built in the 1970s with 2 bedrooms. I used a mortgage to buy my home. My annual property taxes are $ 1,900 - 1,999.",,915,915,10,1,size_1,1521958,0,,,,,,
34171,"1,2,3,4,5",I am a 35-year-old woman. I was born in mexico. I speak spanish. My ancestry is mexican. I am a preschool and kindergarten teacher. I made $3.9k last year. I drive to work. I leave for work at around 7:02 am. It takes me about 20 minutes to get to work.,I live with my husband and 2 sons and my daughter.,"We live in the phoenix-mesa-chandler, Arizona area. We live in a house built in the 1950s with 4 bedrooms. We used a mortgage to buy our home. Our annual property taxes are $ 1,500 - 1,599.",My husband is 38 years old. He was born in mexico. He speaks spanish. His ancestry is mexican. He works as a industrial truck and tractor operator. He made $40k last year. He leaves for work at around 6:32 am. It takes him about 20 minutes to get to work. My 1st son is 18 years old. He was born in Arizona. He speaks spanish. His ancestry is mexican. He have been looking for work. He works as a parking attendant. He made $30k last year. My daughter is 13 years old. She was born in Arizona. She speaks spanish. Her ancestry is mexican. My 2nd son is 9 years old. He was born in Arizona. He speaks spanish. His ancestry is mexican.,915,915,11,5,size_5_7,34171,0,,,,,,
10941,"1,2",I am a 28-year-old woman. I was born in Alabama. My ancestry is german. I am a retail supervisor. I made $50k last year. I studied psychology in college. I drive to work. I leave for work at around 7:32 am. It takes me about 35 minutes to get to work.,I live with my male partner.,"We live in the montgomery, Alabama area. We live in a house built around 1990 with 3 bedrooms. We used a mortgage to buy our home.","My male partner is 29 years old. He was born in Alabama. His ancestry is hawaiian. He works as a installation, maintenance, or repair worker. He made $70k last year. He leaves for work at around 7:17 am. It takes him about 45 minutes to get to work.",915,915,12,2,size_2,10941,0,,,,,,
1519099,"1,2,3","I am a 43-year-old woman. I am divorced. I was naturalized as a citizen in 2011. I was born in bulgaria. I speak bulgarian. My ancestry is bulgarian. I am a nurse practitioner, and nurse midwife. I made $98k last year. I studied nursing in college. I drive to work. I leave for work at around 7:32 am. It takes me about 30 minutes to get to work.",I live with 2 daughters.,"We live in the milwaukee-waukesha, Wisconsin area. We live in a 3-4 family home built in the 2000s with 2 bedrooms. We rent.",My 1st daughter is 18 years old. She was born in Wisconsin. She is a entertainment attendant. She made $1k last year. My 2nd daughter is 14 years old. She was born in Wisconsin.,915,915,13,3,size_3_4,1519099,0,,,,,,
1524693,"1,2","I am a 34-year-old man. I am a veteran. I was born in Arizona. My ancestry is english. I have been looking for work. I am a packer and packager, hand. I made $25k last year. I drive to work. I leave for work at around 2:45 am. It takes me about 25 minutes to get to work.",I live with my female partner.,"We live in the oshkosh-neenah, Wisconsin area. We live in a 10-19 family building built in the 1980s with 1 bedrooms. We rent.","My female partner is 23 years old. She was born in Wisconsin. Her ancestry is english. She have been looking for work. She is a shipping, receiving, and inventory clerk. She made $25k last year. She leaves for work at around 7:17 am. It takes her about 20 minutes to get to work.",915,915,14,2,size_2,1524693,0,,,,,,
14706,"1,2,3,4",I am a 46-year-old woman. I was born in Alabama. I am a motor vehicle operator. I made $73k last year. I studied business management and administration in college. I drive to work. I leave for work at around 3:05 am. It takes me about 75 minutes to get to work.,"I live with my husband, my daughter, and a female relative.","We live in the birmingham, Alabama area. We live in a house built in the 1960s with 3 bedrooms. We used a mortgage to buy our home. Our annual property taxes are $ 550 - 599.",My husband is 55 years old. He was born in Alabama. He works as a production or operating supervisor. He made $71k last year. He leaves for work at around 6:15 pm. It takes him about 20 minutes to get to work. My relatives is 18 years old. She was born in Alabama. She have been looking for work. She is a cashier. She made $12k last year. My daughter is 21 years old. She was born in Alabama. She is a customer service representative. She made $22k last year. She leaves for work at around 8:32 am. It takes her about 15 minutes to get to work.,915,915,15,4,size_3_4,14706,0,,,,,,
10943,"1,2","I am a 75-year-old woman. I was widowed. I have been married more than twice. I was born in Indiana. I am not in the work force anymore, my income was $20.5k last year.",I live with my granddaughter.,We live in Alabama. We live in a 2-family home built around 1990 with 7 bedrooms. We rent.,She was born in Oklahoma.,915,915,16,2,size_2,10943,0,,,,,,
1519100,"1,2,3",I am a 40-year-old woman. I was born in Minnesota. My ancestry is german. I am a special education teacher. I made $56k last year. I studied elementary education in college.,I live with my husband and my daughter.,We live in Wisconsin. We live in a house built before 1939 with 7 bedrooms. We rent.,My husband is 50 years old. He was born in canada. His ancestry is french canadian. He works as a construction equipment operator. He made $34k last year. He leaves for work at around 4:05 am. It takes him about 154 minutes to get to work. My daughter is 8 years old. She was born in Wisconsin. Her ancestry is french canadian.,915,915,17,3,size_3_4,1519100,0,,,,,,
1524691,"1,2","I am a 65-year-old man. I was born in Wisconsin. My ancestry is german. I used to be a orderly and psychiatric aide. I am not in the work force anymore, my income was $37.9k last year.",I live with my wife.,We live in Wisconsin. We live in a house built in the 2000s with 3 bedrooms. We used a mortgage to buy our home. Our annual property taxes are $6000 - 6999; we also have a 2nd mortgage.,My wife is 61 years old. She was born in Wisconsin. Her ancestry is polish. She is a purchasing agent. She made $93.6k last year. She studied business management and administration. She leaves for work at around 6:02 am. It takes her about 20 minutes to get to work.,915,915,18,2,size_2,1524691,0,,,,,,
14705,"1,2,3,4",I am a 47-year-old woman. I have been married more than once. I was born in Alabama. I am a retail salesperson. I made $34k last year. I drive to work. I leave for work at around 6:47 am.,I live with my husband and my son and my daughter.,We live in Alabama. We live in a house built around 1990 with 3 bedrooms. We used a mortgage to buy our home. Our annual property taxes are $ 200 - 249.,My husband is 50 years old. He was born in Alabama. He made $20k last year. My son is 25 years old. He was born in Alabama. He have been looking for work. He did not have personal income last year. My daughter is 22 years old. She was born in Alabama. She have been looking for work. She did not have personal income last year.,915,915,19,4,size_3_4,14705,0,,,,,,
10944,"1,2","I am a 70-year-old man. I have been married more than twice. I was born in Alabama. I am not in the work force anymore, my income was $1.5k last year.",I live with my wife.,"We live in the birmingham, Alabama area. We live in a mobile home or trailer built around 1990 with 3 bedrooms. We used a mortgage to buy our home. Our annual property taxes are $ 300 - 349.",My wife is 70 years old. She was born in Alabama. She is a medical transcriptionist. She made $66.1k last year. She leaves for work at around 6:32 am. It takes her about 30 minutes to get to work.,915,915,20,2,size_2,10944,0,,,,,,
1519109,"1,2,3","I am a 71-year-old woman. I was widowed. I was born in Wisconsin. My ancestry is french. I am not in the work force anymore, my income was $48.4k last year.",I live with my son and my daughter.,"We live in the oshkosh-neenah, Wisconsin area. We live in a house built in the 2000s with 3 bedrooms. We own our home. Our annual property taxes are $22000-22999.",My daughter is 42 years old. She was born in Wisconsin. Her ancestry is german. She is a director of religious activities and education. She made $34k last year. She leaves for work at around 9:02 am. It takes her about 15 minutes to get to work. My son is 39 years old. He was born in Wisconsin. His ancestry is german. He works as a retail supervisor. He made $46k last year. He studied psychology. He leaves for work at around 6:02 am. It takes him about 20 minutes to get to work.,915,915,21,3,size_3_4,1519109,0,,,,,,
1524689,"1,2",I am a 57-year-old man. I have been married more than once. I was born in Wisconsin. My ancestry is finnish. I am a disc jockey. I made $116k last year. I drive to work. I leave for work at around 8:02 am. It takes me about 30 minutes to get to work.,I live with my wife.,"We live in the wausau, Wisconsin area. We live in a house built around 1990 with 4 bedrooms. We used a mortgage to buy our home. Our annual property taxes are $ 3,800 - 3,899.",My wife is 53 years old. She was born in Wisconsin. Her ancestry is polish. She is a first-line office and administrative support supervisor. She made $137k last year.,915,915,22,2,size_2,1524689,0,,,,,,
14702,"1,2,3",I am a 55-year-old man. I have been married more than once. I was born in Illinois. My ancestry is french. I am a first-line office and administrative support supervisor. I made $53k last year. I drive to work. I leave for work at around 10:05 pm. It takes me about 15 minutes to get to work.,I live with my wife and my daughter.,We live in Alabama. We live in a house built in the 1980s with 3 bedrooms. We used a mortgage to buy our home. Our annual property taxes are $ 550 - 599.,My wife is 48 years old. She was born in Alabama. Her ancestry is scottish. She did not have personal income last year. My daughter is 9 years old. She was born in Alabama. Her ancestry is french.,915,915,23,3,size_3_4,14702,0,,,,,,
13003,1,I am a 50-year-old woman. I got divorced last year. I was born in Alabama. I made $8.5k last year.,I live alone.,I live in Alabama. I live in a 2-family home built in the 1980s with 2 bedrooms. I rent.,,916,916,0,1,size_1,13003,0,,,,,,
1356855,"1,2,3,4,5,6,7,8,9","I am a 37-year-old woman. I was born in California. I speak spanish. My ancestry is mexican. I am a bookkeeping, accounting, and auditing clerk. I made $54k last year. I studied liberal arts in college. I drive to work. I leave for work at around 8:02 am. It takes me about 30 minutes to get to work.","I live with my husband, 3 sons and my daughter, my father and my mother, and a male relative.","We live in the houston-pasadena-the woodlands, Texas area. We live in a house built in the 2000s with 4 bedrooms. We used a mortgage to buy our home. Our annual property taxes are $6000 - 6999.","My husband is 40 years old. He was born in mexico. He speaks spanish. His ancestry is mexican. He works as a installation, maintenance, or repair worker. He made $30k last year. He leaves for work at around 9:02 am. It takes him about 30 minutes to get to work. My father is 73 years old. He has trouble with his hearing. He was born in mexico. He speaks spanish. His ancestry is mexican. He is not in the work force anymore, he had a income of $7.2k last year. My mother is 67 years old. She was naturalized as a citizen in 1991. She was born in mexico. She speaks spanish. Her ancestry is mexican. She is not in the work force anymore, she had a income of $9.6k last year. My relatives is 24 years old. He was born in mexico. He speaks spanish. His ancestry is mexican. He works as a installation, maintenance, or repair worker. He made $30k last year. He leaves for work at around 8:02 am. It takes him about 30 minutes to get to work. My 1st son is 15 years old. He was born in California. He speaks spanish. His ancestry is mexican. He did not have personal income last year. My 2nd son is 13 years old. He was born in California. His ancestry is mexican. My 3rd son is 10 years old. He was born in California. His ancestry is mexican. My daughter is 8 years old. She was born in California. Her ancestry is mexican.",916,916,1,9,size_8_plus,1356855,0,,,,,,
1521951,1,"I am a 89-year-old woman. I was widowed. I was born in Wisconsin. I am not in the work force anymore, my income was $13.7k last year.",I live alone.,"I live in Wisconsin. I live in a house built in the 1960s with 3 bedrooms. I own my home. My annual property taxes are $ 1,800 - 1,899.",,916,916,2,1,size_1,1521951,0,,,,,,
152579,"1,2,3,4,5,6,7,8,9",I am a 42-year-old man. I was born in mexico. I speak spanish. My ancestry is mexican. I am a construction laborer. I made $38k last year. I drive to work. I leave for work at around 7:02 am. It takes me about 5 minutes to get to work.,"I live with my wife, 2 sons and my daughter, my mother, my brother, and 2 female relatives.","We live in the los angeles-long beach-anaheim, California area. We live in a attached house built in the 1980s with 5 bedrooms. We rent.","My wife is 41 years old. She was born in California. She speaks spanish. Her ancestry is mexican. She is a stocker and order filler. She made $30k last year. She leaves for work at around 6:05 pm. It takes her about 15 minutes to get to work. My brother is 55 years old. He was born in mexico. He speaks spanish. His ancestry is mexican. He works as a construction laborer. He made $30k last year. He leaves for work at around 7:02 am. It takes him about 5 minutes to get to work. My mother is 70 years old. She was born in California. She speaks spanish. She is not in the work force anymore, she had a income of $9.6k last year. My relatives is 28 years old. She has trouble with her vision. She was born in California. She speaks spanish. She did not have personal income last year. My relatives is 18 years old. She was born in California. She speaks spanish. Her ancestry is mexican. She did not have personal income last year. My 1st son is 24 years old. He was born in California. His ancestry is mexican. He works as a teaching assistant. He made $12k last year. He leaves for work at around 6:05 pm. It takes him about 20 minutes to get to work. My 2nd son is 8 years old. He was born in California. His ancestry is mexican. My daughter is 6 years old. She was born in California. She speaks spanish. Her ancestry is mexican.",916,916,3,9,size_8_plus,152579,0,,,,,,
13010,1,I am a 60-year-old man. I am divorced. I am a veteran. I was born in California. My ancestry is native american. I am a general maintenance and repair worker. I made $79k last year. I drive to work. I leave for work at around 9:45 pm. It takes me about 15 minutes to get to work.,I live alone.,"I live in the montgomery, Alabama area. I live in a house built in the 1950s with 2 bedrooms. I own my home.",,916,916,4,1,size_1,13010,0,,,,,,
1503973,"1,2,3,4,5","I am a 86-year-old man. I was widowed. I have trouble with my vision. I was born in Wisconsin. My ancestry is german. I am not in the work force anymore, my income was $24k last year.","I live with 2 sons, my daughter-in-law, and a male non-relative.","We live in Wisconsin. We live in a house built in the 1960s with 4 bedrooms. We used a mortgage to buy our home. Our annual property taxes are $ 3,000 - 3,099.",My daughter-in-law is 58 years old. She was born in Wisconsin. Her ancestry is polish. She is a cleaner of vehicles and equipment. She made $12.5k last year. My non-relatives (1990 includes employees) is 48 years old. He was born in Wisconsin. He did not have personal income last year. My 1st son is 58 years old. He was born in Wisconsin. His ancestry is german. He works as a assembler and fabricator. He made $280k last year. He leaves for work at around 12:05 pm. It takes him about 40 minutes to get to work. My 2nd son is 54 years old. He was born in Wisconsin. He did not have personal income last year.,916,916,5,5,size_5_7,1503973,0,,,,,,
1521950,1,I am a 66-year-old man. I was born in Wisconsin. My ancestry is norwegian. I am a structural metal fabricator and fitter. I made $54k last year. I drive to work. I leave for work at around 3:45 am. It takes me about 25 minutes to get to work.,I live alone.,"I live in the minneapolis-st. Paul-bloomington, mn-wi area. I live in a house built in the 1970s with 3 bedrooms. I own my home. My annual property taxes are $ 1,200 - 1,299.",,916,916,6,1,size_1,1521950,0,,,,,,
34178,"1,2,3,4,5",I am a 21-year-old woman. I moved within state. I was born in Arizona. I am a human resources manager. I made $59.9k last year. I work from home.,I live with 4 female roommates.,"We live in the phoenix-mesa-chandler, Arizona area. We live in a house built in the 2000s with 5 bedrooms. We rent.","My female roommate is 27 years old. She was born in Illinois. She is a skincare specialist. She made $60k last year. She leaves for work at around 6:27 am. It takes her about 15 minutes to get to work. My female roommate is 24 years old. She was born in Ohio. She is a property, real estate, and community association manager. She made $110k last year. She studied liberal arts. She leaves for work at around 8:32 am. It takes her about 25 minutes to get to work. My female roommate is 24 years old. She was born in California. She is a food preparation worker. She made $20k last year. She leaves for work at around 6:17 am. It takes her about 28 minutes to get to work. My female roommate is 22 years old. She was born in Arizona. She is a project management specialist. She made $57k last year. She studied commercial art and graphic design. She leaves for work at around 9:02 am. It takes her about 10 minutes to get to work.",916,916,7,5,size_5_7,34178,0,,,,,,
13014,1,"I am a 90-year-old woman. I was widowed. I have trouble with my vision. I was born in Alabama. I am not in the work force anymore, my income was $3.6k last year.",I live alone.,I live in Alabama. I live in a house built in the 1970s with 3 bedrooms. I own my home. My annual property taxes are $ 750 - 799.,,916,916,8,1,size_1,13014,0,,,,,,
1503998,"1,2,3,4,5","I am a 53-year-old woman. I was born in Wisconsin. My ancestry is german. I am a nurse practitioner, and nurse midwife. I made $129k last year. I studied biology in college. I drive to work. I leave for work at around 6:52 am. It takes me about 15 minutes to get to work.",I live with my husband and 3 sons.,"We live in Wisconsin. We live in a house built in the 2000s with 4 bedrooms. We own our home. Our annual property taxes are $ 2,500 - 2,599.",My husband is 55 years old. He was born in Wisconsin. He speaks french. His ancestry is german. He made $154k last year. He studied general engineering. My 1st son is 16 years old. He was born in Wisconsin. His ancestry is german. He works as a cook. He made $1.2k last year. My 2nd son is 15 years old. He was born in Wisconsin. His ancestry is german. He made $300 last year. My 3rd son is 15 years old. He was born in Wisconsin. His ancestry is german. He made $300 last year.,916,916,9,5,size_5_7,1503998,0,,,,,,
1521947,1,"I am a 71-year-old woman. I was born in Wisconsin. I used to be a market research analyst and marketing specialist. I am not in the work force anymore, my income was $3.6k last year.",I live alone.,I live in Wisconsin. I live in a 10-19 family building built in the 1970s with 1 bedrooms. I rent.,,916,916,10,1,size_1,1521947,0,,,,,,
34177,"1,2,3,4,5,6",I am a 56-year-old woman. I have been married more than once. I was born in Arizona. My ancestry is european. I made $21.6k last year.,"I live with my husband, my son and my daughter, and 2 granddaughters.","We live in the phoenix-mesa-chandler, Arizona area. We live in a house built in the 2000s with 4 bedrooms. We own our home. Our annual property taxes are $ 1,300 - 1,399.","My husband is 55 years old. He was born in Arizona. He works as a laborer and freight, stock, and material mover, hand. He made $40k last year. He leaves for work at around 8:02 am. It takes him about 45 minutes to get to work. My daughter is 33 years old. She was born in Illinois. She is a counselor. She made $77.4k last year. She leaves for work at around 7:52 am. It takes her about 10 minutes to get to work. My son is 31 years old. He was born in Illinois. He works as a reservation and transportation ticket agent. He made $20k last year. He studied political science and government. They were born in Arizona.",916,916,11,6,size_5_7,34177,0,,,,,,
10948,"1,2",I am a 63-year-old man. I was born in Florida. I am a janitor and building cleaner. I made $60.3k last year. I drive to work. I leave for work at around 7:17 am. It takes me about 35 minutes to get to work.,I live with my wife.,"We live in the dothan, Alabama area. We live in a house built around 1990 with 5 bedrooms. We own our home. Our annual property taxes are $ 3,500 - 3,599.",My wife is 60 years old. She was born in Alabama. She is a office clerk. She made $39.3k last year. She studied business management and administration. She leaves for work at around 7:07 am. It takes her about 35 minutes to get to work.,916,916,12,2,size_2,10948,0,,,,,,
1519092,"1,2,3,4",I am a 42-year-old woman. I am separated. I was born in Kentucky. My ancestry is english. I have been looking for work. I made $1.6k last year.,I live with my son and 2 daughters.,We live in Wisconsin. We live in a house built in the 1980s with 3 bedrooms. We used a mortgage to buy our home. Our annual property taxes are $5000 - 5499.,My son is 15 years old. He was born in Arizona. He did not have personal income last year. My 1st daughter is 11 years old. She was born in Arizona. My 2nd daughter is 8 years old. She was born in Arizona.,916,916,13,4,size_3_4,1519092,0,,,,,,
1524687,"1,2","I am a 65-year-old man. I was born in Wisconsin. My ancestry is german. I used to be a farmer, rancher, and agricultural manager. I am not in the work force anymore, my income was $40.4k last year.",I live with my wife.,"We live in Wisconsin. We live in a house built before 1939 with 3 bedrooms. We own our home. Our annual property taxes are $ 1,100 - 1,199.",My wife is 66 years old. She was born in Illinois. Her ancestry is german. She is a religious worker. She made $76.7k last year. She leaves for work at around 2:05 pm. It takes her about 15 minutes to get to work.,916,916,14,2,size_2,1524687,0,,,,,,
14712,"1,2,3",I am a 54-year-old man. I was born in Georgia. I am a sales supervisor. I made $58k last year. I work from home.,I live with my wife and my stepdaughter.,"We live in the dothan, Alabama area. We live in a house built in the 2000s with 3 bedrooms. We used a mortgage to buy our home.",My wife is 43 years old. She was born in Georgia. She is a sales worker. She made $6k last year. My stepdaughter is 25 years old. She was born in Alabama. She is a registered nurse. She made $60k last year. She leaves for work at around 7:32 am. It takes her about 20 minutes to get to work.,916,916,15,3,size_3_4,14712,0,,,,,,
10953,"1,2","I am a 74-year-old woman. I have been married more than once. I was born in Alabama. I am not in the work force anymore, my income was $28.4k last year. I studied elementary education in college.",I live with my husband.,We live in Alabama. We live in a house built in the 1970s with 3 bedrooms. We own our home. Our annual property taxes are $ 100 - 149.,"My husband is 76 years old. He has trouble with his hearing. He was born in Alabama. He is not in the work force anymore, he had a income of $22.8k last year.",916,916,16,2,size_2,10953,0,,,,,,
1519094,"1,2,3",I am a 54-year-old woman. I was born in Ohio. My ancestry is czechoslovakian. I am a teaching assistant. I made $22k last year. I studied transportation sciences and technologies in college. I drive to work. I leave for work at around 7:32 am. It takes me about 8 minutes to get to work.,I live with my husband and my son.,"We live in the janesville-beloit, Wisconsin area. We live in a house built in the 1980s with 3 bedrooms. We used a mortgage to buy our home. Our annual property taxes are $6000 - 6999.",My husband is 57 years old. He was born in Ohio. His ancestry is english. He works as a general and operations manager. He made $165k last year. He studied electrical engineering. He leaves for work at around 7:32 am. It takes him about 15 minutes to get to work. My son is 21 years old. He was born in Illinois. His ancestry is czechoslovakian. He works as a engineer. He made $30k last year. He studied computer programming and data processing. He leaves for work at around 1:35 pm. It takes him about 20 minutes to get to work.,916,916,17,3,size_3_4,1519094,0,,,,,,
